numconnections,seniority,currentindustry,mapped_role,total_experience_years,highest_degree,company_cleaned,campus_cleaned,cluster_id
160,1.0,Government Administration,phlebotomist,7.15,Bachelor,labcorp,rockland boces,2
500,2.0,Financial Services,business development officer,5.5,Bachelor,ars investment partners llc,columbia university,1
500,2.0,Investment Banking,teaching,2.17,Bachelor,jpmorgan chase co,fordham gabelli school of business,1
500,1.0,Biotechnology,research scientist,1.75,Bachelor,momentive,fordham university,1
500,3.0,Computer Software,student,2.17,Bachelor,ccny grove school of engineering,the city college of new york,1
281,1.0,Management Consulting,analyst,0.25,Master,sdg group usa,new jersey institute of technology,2
454,4.0,Retail,site,23.49,Bachelor,l oréal,florida southern college,1
163,2.0,"Health, Wellness & Fitness",pharmacist,4.91,Doctor,newyork presbyterian hospital,long island university,2
206,6.0,Information Technology & Services,user designer,15.41,MBA,david yurman,university at albany,2
500,2.0,Public Safety,affairs,16.49,Bachelor,henry schein,stony brook university,1
320,1.0,International Affairs,sustainability,2.58,Master,united nations escap,new york university,2
199,2.0,Marketing & Advertising,engagement,6.41,Bachelor,the walt disney company,university of minnesota,2
500,3.0,Biotechnology,teacher,7.16,Doctor,the new york academy of sciences,new york university college of dentistry,3
181,1.0,Hospital & Health Care,crew,5.26,Bachelor,nyu langone health,the george washington university,2
500,4.0,Computer Software,stack engineer,10.25,High School,amazon web services aws,hack reactor,0
500,2.0,Medical Practice,physician,2.08,Bachelor,bronxcare health system,nri medical college guntur,1
500,3.0,Financial Services,portfolio analyst,2.58,Bachelor,bny wealth,georgia college state university,1
500,1.0,Apparel & Fashion,style,6.17,Bachelor,danielle frankel,indiana university bloomington,1
500,5.0,Venture Capital & Private Equity,research scientist,5.92,Doctor,stealth mode biotech,tsinghua university,3
202,2.0,Media Production,editor,7.4,Bachelor,good housekeeping,loyola university chicago,2
500,1.0,Civic & Social Organization,secretary,0.84,Bachelor,the switch,university of wisconsin madison,1
166,1.0,Information Technology & Services,technical support analyst,2.16,Bachelor,moody s corporation,stony brook university,2
292,3.0,Biotechnology,clinical,7.07,Bachelor,university spine center,emory university,2
328,1.0,Information Technology & Services,research,1.83,Bachelor,mbzuai mohamed bin zayed university of artificial intelligence,yale university,2
500,3.0,Management Consulting,spring,0.58,Bachelor,deloitte,wake forest university,1
428,1.0,Non-profit Organization Management,student,3.74,Bachelor,nyu department of history,new york university,1
500,1.0,Construction,research,1.75,Bachelor,national science foundation nsf,new jersey institute of technology,1
500,1.0,Publishing,teaching,12.0,Bachelor,court appointed special advocates of new york state casanys,northwestern university,1
215,5.0,Import & Export,non,6.75,MBA,maypro ventures,kwansei gakuin university,2
500,1.0,Primary/Secondary Education,researcher,8.67,Master,spacelab,rutgers school of engineering,0
255,2.0,Architecture & Planning,designer,3.92,Master,theverymany,pratt institute,2
276,1.0,Writing & Editing,writer,5.23,Bachelor,her campus media,st john s university,2
297,1.0,Law Practice,editorial,6.0,Bachelor,cabinet magazine,bard college,2
386,1.0,Non-profit Organization Management,law,11.09,Master,lincoln square legal services inc,fordham university graduate school of arts and sciences,0
500,3.0,Staffing & Recruiting,strategy,10.09,Bachelor,college nannies sitters and tutors,arizona state university,1
500,4.0,Marketing & Advertising,content,5.58,Bachelor,preply,istanbul technical university,1
500,1.0,Financial Services,client services,2.75,Bachelor,alphasights,seton hall university,1
500,4.0,Computer Software,marketing consultant,3.66,Bachelor,otter,occidental college,1
461,3.0,Computer Software,ambassador,23.41,Bachelor,fti consulting,boston college,1
176,2.0,Banking,java developer,3.25,Bachelor,arvest wealth management,cuny new york city college of technology,2
500,5.0,Hospital & Health Care,social,42.0,MBA,staten island university hospital,hofstra university,0
500,2.0,Financial Services,research analyst,6.25,Doctor,gilder gagnon howe co llc,nyu stern school of business,3
500,3.0,Law Practice,law,15.67,Doctor,legal services of the hudson valley,university of iowa,3
464,1.0,Computer Software,designer,3.09,Master,de yan,new york university,0
347,1.0,Accounting,tax,3.75,Bachelor,integrus,san diego state university,2
500,1.0,Non-profit Organization Management,research,5.75,Bachelor,university of delaware,university of delaware,1
478,3.0,Media Production,social media,10.33,Bachelor,sloomoo institute,university at albany suny,1
500,2.0,Financial Services,photographer,3.34,Bachelor,morgan stanley,florida atlantic university college of business,1
500,2.0,Higher Education,education,13.16,Master,rutgers university newark,rutgers university new brunswick,0
500,1.0,Marketing & Advertising,cashier sales,2.66,Bachelor,sotheby s,boston university,1
397,5.0,Financial Services,financial analysis,22.25,Bachelor,barclays,nyu stern school of business,2
500,5.0,Financial Services,investment banking,8.5,Bachelor,jefferies,schreyer honors college at penn state,1
500,2.0,Financial Services,student worker,3.59,Bachelor,industrial and commercial bank of china,baruch college,1
265,1.0,Food & Beverages,retail salesperson,28.0,empty,omarsa s a,montclair state university,2
500,1.0,Marketing & Advertising,student worker,0.75,Bachelor,salesforce,new york university,1
500,1.0,Higher Education,civil engineer,5.34,MBA,sesi consulting engineers,new jersey institute of technology,0
222,1.0,Higher Education,research technician,3.07,Bachelor,cornell university college of veterinary medicine,cornell university,2
328,2.0,Political Organization,student worker,0.67,empty,american moment,university of richmond,2
500,3.0,Computer Software,application developer,2.34,Bachelor,horizon blue cross blue shield of new jersey,rutgers university new brunswick,1
500,5.0,Research Services,product development engineer,20.0,Master,ancera,university of cape town,0
494,3.0,Apparel & Fashion,hr business,3.0,Bachelor,skims,benjamin n cardozo high school,1
500,3.0,Design,designer,23.92,Bachelor,self employed,pratt institute,1
500,3.0,Sports,teacher,9.41,Master,state university of new york college of optometry,georgetown university mcdonough school of business,0
500,2.0,Information Technology & Services,teaching,7.17,Bachelor,princeton university,princeton university,1
500,7.0,Public Relations and Communications Services,media relations,16.91,Master,scurry inc,new york university,0
500,5.0,Entertainment Providers,innovation,15.75,Master,prysm systems,the hebrew university of jerusalem,0
500,5.0,Marketing & Advertising,art,8.0,Bachelor,gotham,san jose state university,1
457,1.0,Music,mechanical engineering,4.0,Bachelor,trützschler group,ahmedabad international school,1
500,3.0,Luxury Goods & Jewelry,customer relations,8.66,Bachelor,spot on networks,fashion institute of technology,1
500,4.0,Hospital & Health Care,strategist,30.48,Bachelor,hello heart,harvard business school online,1
183,2.0,Computer Software,software engineer,1.08,Master,ipvideo corporation,rensselaer polytechnic institute,2
500,7.0,Hospital & Health Care,professor,77.82,Doctor,mit computer science and artificial intelligence laboratory csail,columbia university,3
164,1.0,Marketing & Advertising,nanny,2.75,Bachelor,the city of palm beach gardens,school of visual arts,2
500,3.0,Marketing & Advertising,business account,9.75,Bachelor,ogilvy,tulane university,1
379,1.0,Information Technology & Services,technical support,22.08,Bachelor,tritech communications inc,university at buffalo,1
500,4.0,Security and Investigations,marketing communications,38.75,Bachelor,mckinsey company,the interdisciplinary center,1
491,2.0,Computer Software,research scientist,11.66,Doctor,amazon,university of alabama at birmingham,3
500,4.0,Investment Management,financial consultant,12.09,empty,tuhorse solar pumps,penn state university,0
500,2.0,Entertainment,marketing representative,8.75,Bachelor,the walt disney company,loyola university maryland,1
500,2.0,Higher Education,software engineer,2.84,Master,pegasi ai,schwarzman scholars,0
500,1.0,Higher Education,research,14.32,Master,ilas institute of latin american studies at columbia university,columbia university,0
500,5.0,Investment Banking,artist,35.67,MBA,axion alpha advisors,duke university the fuqua school of business,0
253,5.0,Accounting,financial consultant,6.66,MBA,b a consultancy llc,keller graduate school of management nj,2
382,5.0,Environmental Services,environment health safety,6.83,Bachelor,bristol myers squibb,colorado state university,1
500,2.0,Computer Software,research scientist,18.34,Doctor,meta,north carolina state university,3
462,2.0,Medical Practice,medical technologist,15.33,Doctor,nyu langone health,state university of new york health science center at brooklyn,3
500,5.0,Software Development,alliance,33.17,MBA,tata consultancy services,university of phoenix,0
391,1.0,Higher Education,substitute teacher,20.83,Doctor,columbia university school of the arts,pacifica graduate institute,3
374,2.0,Higher Education,guest service representative,21.42,MBA,mercydrive inc,monroe college,2
500,2.0,Computer Software,research engineer,14.0,Bachelor,amazon web services aws,pamukkale üniversitesi paü,1
443,5.0,Hospitality,food beverage,16.58,Master,the ritz carlton new york nomad,borough of manhattan community college,0
500,4.0,Financial Services,financial planning,11.0,MBA,aurora bank fsb,university of maryland,0
282,4.0,Media Production,producer,2.66,Bachelor,freelance,new york university,2
500,6.0,Hospital & Health Care,project development,38.09,Bachelor,valley health system,the city college of new york,1
500,4.0,Publishing,unemployed,38.32,Bachelor,december publishing inc,university of missouri saint louis,1
277,5.0,Marketing & Advertising,digital marketing,16.24,Associate,real grader,ashworth college,2
500,7.0,Insurance,law,21.83,Doctor,clarion capital partners,emory university school of law,3
207,3.0,Hospital & Health Care,nurse,15.08,Bachelor,capital health us,drexel university s college of nursing and health professions,2
500,5.0,Chemical Manufacturing,laboratory,77.91,Doctor,north jersey acs,hunter college,3
500,2.0,Financial Services,engineer,4.33,Bachelor,bridgewater associates,the wharton school,1
500,2.0,Retail,hostess,12.84,Bachelor,iyer worldwide services,mumbai university mumbai,1
306,3.0,Law Practice,attorney,17.16,Master,dunnington bartholow miller llp,fordham university school of law,2
157,1.0,Higher Education,substitute teacher,3.66,Master,nyc department of education,new york university,2
500,5.0,Manufacturing,customer success,9.0,Bachelor,linkedin,michigan state university eli broad college of business,1
500,1.0,Financial Services,analyst,7.42,Bachelor,obra capital,duke university,1
500,4.0,Financial Services,business intelligence analyst,9.76,MBA,solenis,questrom school of business boston university,0
175,5.0,Hospital & Health Care,rn,23.24,Master,nyc health hospitals,chamberlain university,2
251,1.0,Museums & Institutions,student worker,8.07,Master,new york university,new york university,2
473,1.0,Financial Services,account officer,2.33,Bachelor,point72,fordham gabelli school of business,1
206,4.0,Military,materials handler,14.75,Bachelor,united states marine forces reserve,penn state university,2
373,5.0,Sports,unemployed,14.57,Bachelor,img,new york university,1
197,3.0,Research,content creator,1.5,Bachelor,code and theory,parsons school of design the new school,2
500,1.0,Food Production,laboratory technician,11.57,Master,osmo,mit college of food technology,0
207,1.0,Primary/Secondary Education,substitute teacher,2.83,Master,chappaqua central school district,teachers college of columbia university,2
